*******************************************************************************
 Revised: Aug 16, 2011          Juno Spacecraft  / (Sun, Jupiter)           -61 
                  http://www.nasa.gov/mission_pages/juno/main/index.html
 
 NOTE: Post-launch trajectory, begins at Centaur separation, assumes a 
       0.8 m/s TCM-2 maneuver 2012-Feb-01.

 BACKGROUND:
 The Juno spacecraft (New Frontiers mission-class) will investigate Jupiter's 
 origins, interior structure, deep atmosphere and magnetosphere, from a highly 
 elliptical polar orbit with a close perijove (PJ=1.06 Jupiter-radii, AJ= 39 
 Jupiter-radii), using a suite of seven science instruments.

 The Juno spacecraft launched aboard an Atlas V-551 rocket from Cape Canaveral, 
 Fla., on Aug. 2011 at 16:25 UTC. It will reach Jupiter in July 2016.  The 
 spacecraft will orbit Jupiter 32 times, skimming to within 3,100 miles (5,000 
 kilometers) of the planet's cloud tops, over approximately one year. 

 MAJOR EVENTS (times are approximate planning values):
  Launch        : Aug 5,  2011 16:25 UTC 
  Separation    : Aug 5,  2011 17:18:11.12 UTC
  DSM-1         : Aug 30, 2012 22:29 UTC (344.95 m/s)
  DSM-2         : Sep 3,  2012 22:29 UTC (387.77 m/s)
  Earth Flyby   : Oct 9,  2013 14:01 UTC 
                   (alt=500.149 km, lat=-34.372 deg,long=-17.146 deg
  Arrive Jupiter: Jul 5,  2016 02:29 UTC (JOI to 78-day capture orbit, 431 m/s)
  End of mission: Oct 16, 2017 19:33 UTC (Jupiter impact) 

 SPACECRAFT PHYSICAL  CHARACTERISTICS:
  * Solar-powered, spin-stablized spacecraft 
  * 1 rpm in interplanetary cruise, 2 rpm in Jupiter orbit
  * Three 2x9 m solar panels equally spaced around hexagonal bus (20 m span)
  * High-gain antenna

 INSTRUMENTS: Juno's scientific payload includes:
  * A gravity/radio science system
  * A six-wavelength microwave radiometer for atmospheric sounding 
     and composition
  * A vector magnetometer
  * Plasma and energetic particle detectors
  * A radio/plasma wave experiment
  * An ultraviolet imager/spectrometer
  * An infrared imager/spectrometer

 PROPULSION:
  * Bipropellant engine: Leros 1B, thrust= 635 N,  Isp= 316.2 s min.
  * RCS thrusters
  * Orbit trim maneuvers (OTMs) occur on each orbit at perijove +4 hrs, 
     beginning at PJ3 (total ~38 m/s). Target desired longitude at descending 
     node after perijove.
  * Total delta-V budget: 2107 m/s (~1852 m/s on bi-prop; remainder on RCS)

 SPACECRAFT TRAJECTORY: POST-LAUNCH RECO/PREDICT from Navigation Team (JPL). 
   spk_ref_110805_171016_110815.bsp
*******************************************************************************
 
 
*******************************************************************************
Ephemeris / WWW_USER Sun Dec 11 20:36:04 2011 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: Juno Spacecraft (-61)           {source: MONTE Difference Line Ta}
Center body name: Sun (10)                        {source: DE405}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2011-Aug-06 00:00:00.0000 CT 
Stop  time      : A.D. 2016-Oct-18 00:00:00.0000 CT 
Step-size       : 1440 minutes
*******************************************************************************
Center geodetic : 0.00000000,0.00000000,0.0000000 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.00000000,0.00000000,0.0000000 {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 696000.0 x 696000.0 x 696000.0 k{Equator, meridian, pole}    
Output units    : AU-D                                                         
Output format   : 01
Reference frame : ICRF/J2000.0                                                 
Output type     : GEOMETRIC cartesian states
Coordinate systm: Ecliptic and Mean Equinox of Reference Epoch                 
*******************************************************************************
JDCT ,   , X, Y, Z,
2455804.500000000, A.D. 2011-Aug-31 00:00:00.0000,  9.700970628863687E-01, -3.239651406229275E-01, -5.670837392043801E-04,
2455805.500000000, A.D. 2011-Sep-01 00:00:00.0000,  9.778757103173047E-01, -3.056049937818613E-01, -5.881656133149331E-04,
2455806.500000000, A.D. 2011-Sep-02 00:00:00.0000,  9.853852285579884E-01, -2.871608649747611E-01, -6.090848949713946E-04,
2455807.500000000, A.D. 2011-Sep-03 00:00:00.0000,  9.926250252559909E-01, -2.686382494797198E-01, -6.298368104792943E-04,
2455808.500000000, A.D. 2011-Sep-04 00:00:00.0000,  9.995946726263483E-01, -2.500426284585949E-01, -6.504167318098435E-04,
2455809.500000000, A.D. 2011-Sep-05 00:00:00.0000,  1.006293905270247E+00, -2.313794624712655E-01, -6.708201805052948E-04,
2455810.500000000, A.D. 2011-Sep-06 00:00:00.0000,  1.012722617687619E+00, -2.126541851967503E-01, -6.910428310020395E-04,
2455811.500000000, A.D. 2011-Sep-07 00:00:00.0000,  1.018880861502128E+00, -1.938721973733052E-01, -7.110805134089160E-04,
2455812.500000000, A.D. 2011-Sep-08 00:00:00.0000,  1.024768842417484E+00, -1.750388609686699E-01, -7.309292157772839E-04,
2455813.500000000, A.D. 2011-Sep-09 00:00:00.0000,  1.030386916924407E+00, -1.561594935906443E-01, -7.505850858986684E-04,
2455814.500000000, A.D. 2011-Sep-10 00:00:00.0000,  1.035735588777742E+00, -1.372393631471971E-01, -7.700444326653195E-04,
2455815.500000000, A.D. 2011-Sep-11 00:00:00.0000,  1.040815505287766E+00, -1.182836817838652E-01, -7.893037314036813E-04,
2455816.500000000, A.D. 2011-Sep-12 00:00:00.0000,  1.045627453437963E+00, -9.929760206119476E-02, -8.083596199988529E-04,
2455817.500000000, A.D. 2011-Sep-13 00:00:00.0000,  1.050172355733521E+00, -8.028621337705918E-02, -8.272088947840207E-04,
2455818.500000000, A.D. 2011-Sep-14 00:00:00.0000,  1.054451265947998E+00, -6.125453670206636E-02, -8.458485148654392E-04,
2455819.500000000, A.D. 2011-Sep-15 00:00:00.0000,  1.058465364747143E+00, -4.220752057841845E-02, -8.642756017241246E-04,
2455820.500000000, A.D. 2011-Sep-16 00:00:00.0000,  1.062215955200144E+00, -2.315003739564050E-02, -8.824874385216012E-04,
2455821.500000000, A.D. 2011-Sep-17 00:00:00.0000,  1.065704458196864E+00, -4.086879943018048E-03, -9.004814691201303E-04,
2455822.500000000, A.D. 2011-Sep-18 00:00:00.0000,  1.068932407789041E+00,  1.497724176224321E-02, -9.182552968268610E-04,
2455823.500000000, A.D. 2011-Sep-19 00:00:00.0000,  1.071901446472895E+00,  3.403770337341445E-02, -9.358066828716762E-04,
2455824.500000000, A.D. 2011-Sep-20 00:00:00.0000,  1.074613320429920E+00,  5.308996884243636E-02, -9.531335446295479E-04,
2455825.500000000, A.D. 2011-Sep-21 00:00:00.0000,  1.077069874741943E+00,  7.212959278210626E-02, -9.702339535997984E-04,
2455826.500000000, A.D. 2011-Sep-22 00:00:00.0000,  1.079273048595812E+00,  9.115222256735850E-02, -9.871061331563262E-04,
2455827.500000000, A.D. 2011-Sep-23 00:00:00.0000,  1.081224870492292E+00,  1.101536001814876E-01, -1.003748456084229E-03,
2455828.500000000, A.D. 2011-Sep-24 00:00:00.0000,  1.082927453472931E+00,  1.291295638139316E-01, -1.020159441919053E-03,
2455829.500000000, A.D. 2011-Sep-25 00:00:00.0000,  1.084382990377861E+00,  1.480760492169609E-01, -1.036337754106194E-03,
2455830.500000000, A.D. 2011-Sep-26 00:00:00.0000,  1.085593749146584E+00,  1.669890908289455E-01, -1.052282196997140E-03,
2455831.500000000, A.D. 2011-Sep-27 00:00:00.0000,  1.086562068172997E+00,  1.858648226726486E-01, -1.067991712699898E-03,
2455832.500000000, A.D. 2011-Sep-28 00:00:00.0000,  1.087290351724985E+00,  2.046994790372299E-01, -1.083465377800634E-03,
2455833.500000000, A.D. 2011-Sep-29 00:00:00.0000,  1.087781065438063E+00,  2.234893949530460E-01, -1.098702399972359E-03,
2455834.500000000, A.D. 2011-Sep-30 00:00:00.0000,  1.088036731891679E+00,  2.422310064686014E-01, -1.113702114487223E-03,
2455835.500000000, A.D. 2011-Oct-01 00:00:00.0000,  1.088059926275944E+00,  2.609208507392064E-01, -1.128463980647357E-03,
2455836.500000000, A.D. 2011-Oct-02 00:00:00.0000,  1.087853272155713E+00,  2.795555659370653E-01, -1.142987578149807E-03,
2455837.500000000, A.D. 2011-Oct-03 00:00:00.0000,  1.087419437341074E+00,  2.981318909932976E-01, -1.157272603402847E-03,
2455838.500000000, A.D. 2011-Oct-04 00:00:00.0000,  1.086761129868980E+00,  3.166466651819153E-01, -1.171318865807476E-03,
2455839.500000000, A.D. 2011-Oct-05 00:00:00.0000,  1.085881094086059E+00,  3.350968275512659E-01, -1.185126284000358E-03,
2455840.500000000, A.D. 2011-Oct-06 00:00:00.0000,  1.084782106854263E+00,  3.534794162173471E-01, -1.198694882088886E-03,
2455841.500000000, A.D. 2011-Oct-07 00:00:00.0000,  1.083466973878509E+00,  3.717915675275042E-01, -1.212024785885470E-03,
2455842.500000000, A.D. 2011-Oct-08 00:00:00.0000,  1.081938526157364E+00,  3.900305151037496E-01, -1.225116219148912E-03,
2455843.500000000, A.D. 2011-Oct-09 00:00:00.0000,  1.080199615903538E+00,  4.081935891945421E-01, -1.237969506027890E-03,
2455844.500000000, A.D. 2011-Oct-10 00:00:00.0000,  1.078253113953641E+00,  4.262782151073403E-01, -1.250585061594167E-03,
2455845.500000000, A.D. 2011-Oct-11 00:00:00.0000,  1.076101907226004E+00,  4.442819115135681E-01, -1.262963381756733E-03,
2455846.500000000, A.D. 2011-Oct-12 00:00:00.0000,  1.073748894995757E+00,  4.622022895084185E-01, -1.275105045587677E-03,
2455847.500000000, A.D. 2011-Oct-13 00:00:00.0000,  1.071196985978753E+00,  4.800370511856429E-01, -1.287010711725128E-03,
2455848.500000000, A.D. 2011-Oct-14 00:00:00.0000,  1.068449095542265E+00,  4.977839881435460E-01, -1.298681114829314E-03,
2455849.500000000, A.D. 2011-Oct-15 00:00:00.0000,  1.065508143041475E+00,  5.154409799297893E-01, -1.310117062096015E-03,
2455850.500000000, A.D. 2011-Oct-16 00:00:00.0000,  1.062377049280462E+00,  5.330059924322679E-01, -1.321319429832534E-03,
2455851.500000000, A.D. 2011-Oct-17 00:00:00.0000,  1.059058734096046E+00,  5.504770762229926E-01, -1.332289160100919E-03,
2455852.500000000, A.D. 2011-Oct-18 00:00:00.0000,  1.055556114062585E+00,  5.678523648615773E-01, -1.343027257431361E-03,
2455853.500000000, A.D. 2011-Oct-19 00:00:00.0000,  1.051872100315548E+00,  5.851300731646110E-01, -1.353534785609916E-03,
2455854.500000000, A.D. 2011-Oct-20 00:00:00.0000,  1.048009596491486E+00,  6.023084954467569E-01, -1.363812864542631E-03,
2455855.500000000, A.D. 2011-Oct-21 00:00:00.0000,  1.043971496781791E+00,  6.193860037393458E-01, -1.373862667199371E-03,
2455856.500000000, A.D. 2011-Oct-22 00:00:00.0000,  1.039760684097524E+00,  6.363610459914643E-01, -1.383685416637941E-03,
2455857.500000000, A.D. 2011-Oct-23 00:00:00.0000,  1.035380028342390E+00,  6.532321442586630E-01, -1.393282383110409E-03,
2455858.500000000, A.D. 2011-Oct-24 00:00:00.0000,  1.030832384790835E+00,  6.699978928838638E-01, -1.402654881254076E-03,
2455859.500000000, A.D. 2011-Oct-25 00:00:00.0000,  1.026120592568192E+00,  6.866569566746510E-01, -1.411804267365023E-03,
2455860.500000000, A.D. 2011-Oct-26 00:00:00.0000,  1.021247473229635E+00,  7.032080690810495E-01, -1.420731936757413E-03,
2455861.500000000, A.D. 2011-Oct-27 00:00:00.0000,  1.016215829434736E+00,  7.196500303774377E-01, -1.429439321207020E-03,
2455862.500000000, A.D. 2011-Oct-28 00:00:00.0000,  1.011028443714304E+00,  7.359817058520147E-01, -1.437927886479374E-03,
2455863.500000000, A.D. 2011-Oct-29 00:00:00.0000,  1.005688077326222E+00,  7.522020240069649E-01, -1.446199129942558E-03,
2455864.500000000, A.D. 2011-Oct-30 00:00:00.0000,  1.000197469196948E+00,  7.683099747721877E-01, -1.454254578263528E-03,
2455865.500000000, A.D. 2011-Oct-31 00:00:00.0000,  9.945593349453571E-01,  7.843046077352567E-01, -1.462095785188015E-03,
2455866.500000000, A.D. 2011-Nov-01 00:00:00.0000,  9.887763659856649E-01,  8.001850303899105E-01, -1.469724329402706E-03,
2455867.500000000, A.D. 2011-Nov-02 00:00:00.0000,  9.828512287061179E-01,  8.159504064053414E-01, -1.477141812478607E-03,
2455868.500000000, A.D. 2011-Nov-03 00:00:00.0000,  9.767865637202487E-01,  8.315999539181589E-01, -1.484349856894469E-03,
2455869.500000000, A.D. 2011-Nov-04 00:00:00.0000,  9.705849851875271E-01,  8.471329438487543E-01, -1.491350104140083E-03,
2455870.500000000, A.D. 2011-Nov-05 00:00:00.0000,  9.642490802008099E-01,  8.625486982441819E-01, -1.498144212896207E-03,
2455871.500000000, A.D. 2011-Nov-06 00:00:00.0000,  9.577814082390171E-01,  8.778465886502896E-01, -1.504733857293355E-03,
2455872.500000000, A.D. 2011-Nov-07 00:00:00.0000,  9.511845006754754E-01,  8.930260345083271E-01, -1.511120725240812E-03,
2455873.500000000, A.D. 2011-Nov-08 00:00:00.0000,  9.444608603436159E-01,  9.080865015812308E-01, -1.517306516829154E-03,
2455874.500000000, A.D. 2011-Nov-09 00:00:00.0000,  9.376129611586740E-01,  9.230275004116474E-01, -1.523292942805251E-03,
2455875.500000000, A.D. 2011-Nov-10 00:00:00.0000,  9.306432477910411E-01,  9.378485848111211E-01, -1.529081723117455E-03,
2455876.500000000, A.D. 2011-Nov-11 00:00:00.0000,  9.235541353884633E-01,  9.525493503810801E-01, -1.534674585528740E-03,
2455877.500000000, A.D. 2011-Nov-12 00:00:00.0000,  9.163480093445081E-01,  9.671294330660031E-01, -1.540073264297423E-03,
2455878.500000000, A.D. 2011-Nov-13 00:00:00.0000,  9.090272251107414E-01,  9.815885077391880E-01, -1.545279498921893E-03,
2455879.500000000, A.D. 2011-Nov-14 00:00:00.0000,  9.015941080501741E-01,  9.959262868213543E-01, -1.550295032950564E-03,
2455880.500000000, A.D. 2011-Nov-15 00:00:00.0000,  8.940509533296135E-01,  1.010142518932262E+00, -1.555121612853166E-03,
2455881.500000000, A.D. 2011-Nov-16 00:00:00.0000,  8.864000258486393E-01,  1.024236987575423E+00, -1.559760986953158E-03,
2455882.500000000, A.D. 2011-Nov-17 00:00:00.0000,  8.786435602030337E-01,  1.038209509855874E+00, -1.564214904420473E-03,
2455883.500000000, A.D. 2011-Nov-18 00:00:00.0000,  8.707837606805215E-01,  1.052059935231011E+00, -1.568485114319768E-03,
2455884.500000000, A.D. 2011-Nov-19 00:00:00.0000,  8.628228012868556E-01,  1.065788144294232E+00, -1.572573364717685E-03,
2455885.500000000, A.D. 2011-Nov-20 00:00:00.0000,  8.547628258002686E-01,  1.079394047591296E+00, -1.576481401842079E-03,
2455886.500000000, A.D. 2011-Nov-21 00:00:00.0000,  8.466059478524622E-01,  1.092877584469072E+00, -1.580210969295442E-03,
2455887.500000000, A.D. 2011-Nov-22 00:00:00.0000,  8.383542510343485E-01,  1.106238721956413E+00, -1.583763807317020E-03,
2455888.500000000, A.D. 2011-Nov-23 00:00:00.0000,  8.300097890248503E-01,  1.119477453676806E+00, -1.587141652092472E-03,
2455889.500000000, A.D. 2011-Nov-24 00:00:00.0000,  8.215745857411346E-01,  1.132593798792419E+00, -1.590346235106412E-03,
2455890.500000000, A.D. 2011-Nov-25 00:00:00.0000,  8.130506355087210E-01,  1.145587800979143E+00, -1.593379282533871E-03,
2455891.500000000, A.D. 2011-Nov-26 00:00:00.0000,  8.044399032499765E-01,  1.158459527432183E+00, -1.596242514665235E-03,
2455892.500000000, A.D. 2011-Nov-27 00:00:00.0000,  7.957443246895617E-01,  1.171209067901732E+00, -1.598937645358177E-03,
2455893.500000000, A.D. 2011-Nov-28 00:00:00.0000,  7.869658065754590E-01,  1.183836533758235E+00, -1.601466381509854E-03,
2455894.500000000, A.D. 2011-Nov-29 00:00:00.0000,  7.781062269142378E-01,  1.196342057086733E+00, -1.603830422541267E-03,
2455895.500000000, A.D. 2011-Nov-30 00:00:00.0000,  7.691674352193448E-01,  1.208725789809667E+00, -1.606031459888491E-03,
2455896.500000000, A.D. 2011-Dec-01 00:00:00.0000,  7.601512527711263E-01,  1.220987902837642E+00, -1.608071176491078E-03,
2455897.500000000, A.D. 2011-Dec-02 00:00:00.0000,  7.510594728875046E-01,  1.233128585247428E+00, -1.609951246278879E-03,
2455898.500000000, A.D. 2011-Dec-03 00:00:00.0000,  7.418938612041754E-01,  1.245148043486592E+00, -1.611673333651088E-03,
2455899.500000000, A.D. 2011-Dec-04 00:00:00.0000,  7.326561559633533E-01,  1.257046500604042E+00, -1.613239092955311E-03,
2455900.500000000, A.D. 2011-Dec-05 00:00:00.0000,  7.233480683101366E-01,  1.268824195505767E+00, -1.614650167971071E-03,
2455901.500000000, A.D. 2011-Dec-06 00:00:00.0000,  7.139712825956747E-01,  1.280481382235081E+00, -1.615908191410109E-03,
2455902.500000000, A.D. 2011-Dec-07 00:00:00.0000,  7.045274566863877E-01,  1.292018329276666E+00, -1.617014784445993E-03,
2455903.500000000, A.D. 2011-Dec-08 00:00:00.0000,  6.950182222786004E-01,  1.303435318883752E+00, -1.617971556286990E-03,
2455904.500000000, A.D. 2011-Dec-09 00:00:00.0000,  6.854451852179730E-01,  1.314732646427815E+00, -1.618780103803027E-03,
2455905.500000000, A.D. 2011-Dec-10 00:00:00.0000,  6.758099258231800E-01,  1.325910619770228E+00, -1.619442011214012E-03,
2455906.500000000, A.D. 2011-Dec-11 00:00:00.0000,  6.661139992132957E-01,  1.336969558655331E+00, -1.619958849844651E-03,
2455907.500000000, A.D. 2011-Dec-12 00:00:00.0000,  6.563589356383572E-01,  1.347909794124403E+00, -1.620332177941518E-03,
2455908.500000000, A.D. 2011-Dec-13 00:00:00.0000,  6.465462408125777E-01,  1.358731667950073E+00, -1.620563540547071E-03,
2455909.500000000, A.D. 2011-Dec-14 00:00:00.0000,  6.366773962496757E-01,  1.369435532090668E+00, -1.620654469422310E-03,
2455910.500000000, A.D. 2011-Dec-15 00:00:00.0000,  6.267538595998253E-01,  1.380021748163991E+00, -1.620606483008547E-03,
2455911.500000000, A.D. 2011-Dec-16 00:00:00.0000,  6.167770649876497E-01,  1.390490686940100E+00, -1.620421086415279E-03,
2455912.500000000, A.D. 2011-Dec-17 00:00:00.0000,  6.067484233508901E-01,  1.400842727852437E+00, -1.620099771429312E-03,
2455913.500000000, A.D. 2011-Dec-18 00:00:00.0000,  5.966693227791759E-01,  1.411078258526917E+00, -1.619644016534389E-03,
2455914.500000000, A.D. 2011-Dec-19 00:00:00.0000,  5.865411288525486E-01,  1.421197674328352E+00, -1.619055286938217E-03,
2455915.500000000, A.D. 2011-Dec-20 00:00:00.0000,  5.763651849793243E-01,  1.431201377923715E+00, -1.618335034601482E-03,
2455916.500000000, A.D. 2011-Dec-21 00:00:00.0000,  5.661428127329475E-01,  1.441089778861696E+00, -1.617484698267706E-03,
2455917.500000000, A.D. 2011-Dec-22 00:00:00.0000,  5.558753121875180E-01,  1.450863293168025E+00, -1.616505703492336E-03,
2455918.500000000, A.D. 2011-Dec-23 00:00:00.0000,  5.455639622516999E-01,  1.460522342956063E+00, -1.615399462671792E-03,
2455919.500000000, A.D. 2011-Dec-24 00:00:00.0000,  5.352100210007529E-01,  1.470067356052139E+00, -1.614167375071131E-03,
2455920.500000000, A.D. 2011-Dec-25 00:00:00.0000,  5.248147260064510E-01,  1.479498765635163E+00, -1.612810826852744E-03,
2455921.500000000, A.D. 2011-Dec-26 00:00:00.0000,  5.143792946646728E-01,  1.488817009890027E+00, -1.611331191105524E-03,
2455922.500000000, A.D. 2011-Dec-27 00:00:00.0000,  5.039049245204724E-01,  1.498022531674342E+00, -1.609729827876001E-03,
2455923.500000000, A.D. 2011-Dec-28 00:00:00.0000,  4.933927935904510E-01,  1.507115778198070E+00, -1.608008084201264E-03,
2455924.500000000, A.D. 2011-Dec-29 00:00:00.0000,  4.828440606822993E-01,  1.516097200715588E+00, -1.606167294146615E-03,
2455925.500000000, A.D. 2011-Dec-30 00:00:00.0000,  4.722598657112822E-01,  1.524967254229842E+00, -1.604208778843962E-03,
2455926.500000000, A.D. 2011-Dec-31 00:00:00.0000,  4.616413300136763E-01,  1.533726397208067E+00, -1.602133846535778E-03,
2455927.500000000, A.D. 2012-Jan-01 00:00:00.0000,  4.509895566569073E-01,  1.542375091308790E+00, -1.599943792622719E-03,
2455928.500000000, A.D. 2012-Jan-02 00:00:00.0000,  4.403056307463621E-01,  1.550913801119675E+00, -1.597639899715344E-03,
2455929.500000000, A.D. 2012-Jan-03 00:00:00.0000,  4.295906197287572E-01,  1.559342993905846E+00, -1.595223437689922E-03,
2455930.500000000, A.D. 2012-Jan-04 00:00:00.0000,  4.188455736919854E-01,  1.567663139368345E+00, -1.592695663748299E-03,
2455931.500000000, A.D. 2012-Jan-05 00:00:00.0000,  4.080715256613602E-01,  1.575874709412363E+00, -1.590057822481603E-03,
2455932.500000000, A.D. 2012-Jan-06 00:00:00.0000,  3.972694918922139E-01,  1.583978177924906E+00, -1.587311145938944E-03,
